chr,start,end,pos_37,driver,CTCF_interactions,CTCF_chains,POLR2A_interactions,POLR2A_chains
2,88864923,88864923,89164435,0,0,0,0,0
2,131489837,131489837,132247410,0,0,0,0,0
2,169235866,169235866,170092376,0,0,0,0,0
2,135640551,135640551,136398121,0,0,0,0,0
2,133518011,133518011,134275582,0,0,0,0,0
2,6879473,6879473,7019604,0,0,0,0,0
2,201186125,201186125,202050848,1,0,0,0,0
2,218358002,218358002,219222725,0,0,0,0,0
2,54974765,54974765,55201901,1,0,0,0,0
2,47808429,47808429,48035568,1,0,0,0,0
2,88857626,88857626,89157139,0,0,0,0,0
2,224099267,224099267,224963984,0,0,0,0,0
2,85580900,85580900,85808023,0,0,0,0,0
2,164723886,164723886,165580396,0,0,0,0,0
2,41230957,41230957,41458097,0,0,0,0,0
2,47813379,47813379,48040518,1,0,0,0,0
2,96254998,96254998,96920736,1,0,0,0,0
2,88864539,88864539,89164051,0,0,0,0,0
2,147896510,147896510,148654079,1,0,0,0,0
2,232761402,232761402,233626112,0,0,0,0,0
2,222202078,222202078,223066797,0,0,0,0,0
20,11117428,11117428,11098076,0,0,0,0,0
20,33404621,33404621,31992427,0,0,0,0,0
20,32434430,32434430,31022233,1,0,0,0,0
20,45787981,45787981,44416620,0,0,0,0,0
20,38148005,38148005,36776407,0,0,0,0,0
20,45523308,45523308,44151948,0,0,0,0,0
20,35669486,35669486,34257408,0,0,0,0,0
20,2064995,2064995,2045641,0,0,0,0,0
20,45890507,45890507,44519146,0,0,0,50,31
20,62659731,62659731,61291083,0,0,0,0,0
20,37286240,37286240,35914643,0,0,0,0,0
20,62183044,62183044,60758100,1,0,0,10,5
20,49227076,49227076,47843613,0,0,0,0,0
20,34874134,34874134,33461937,0,0,0,1,1
20,45886801,45886801,44515440,0,0,0,0,0
21,29056168,29056168,30428489,0,0,0,0,0
21,33721177,33721177,35093482,1,0,0,0,0
21,22586457,22586457,23958776,0,0,0,0,0
21,43169225,43169225,44589335,0,0,0,0,0
21,45402866,45402866,46822781,0,0,0,0,0
21,10516934,10516934,10995521,0,0,0,0,0
21,46632696,46632696,48052608,0,0,0,0,0
21,31760100,31760100,33132413,0,0,0,0,0
22,50576441,50576441,51014870,0,0,0,0,0
22,29312528,29312528,29708517,0,0,0,0,0
22,42857328,42857328,43253334,0,0,0,0,0
22,44732294,44732294,45128174,0,0,0,0,0
22,22899143,22899143,23241323,0,0,0,0,0
22,41172664,41172664,41568668,1,0,0,0,0
22,23834140,23834140,24176327,1,0,0,0,0
22,50506762,50506762,50945191,0,0,0,0,0
22,36300210,36300210,36696256,0,0,0,1,1
22,37847737,37847737,38243744,0,0,0,0,0
22,43934663,43934663,44330543,0,0,0,0,0
22,34294238,34294238,34690228,0,0,0,0,0
22,17909272,17909272,18392038,0,0,0,0,0
22,34572167,34572167,34968159,0,0,0,0,0
22,29604114,29604114,30000103,1,0,0,0,0
22,41130005,41130033,41526009,1,0,0,0,0
22,29312540,29312540,29708529,0,0,0,0,0
22,29636748,29636754,30032737,1,0,0,0,0
22,28703503,28703503,29099491,1,0,0,0,0
22,17778822,17778822,18261588,0,0,0,0,0
22,28703567,28703567,29099555,1,0,0,0,0
22,31618339,31618339,32014325,0,0,0,0,0
3,14493764,14493764,14535272,0,0,0,0,0
3,78083001,78083001,78132152,0,0,0,0,0
3,49126541,49126541,49163974,0,0,0,0,0
3,25665333,25665333,25706824,0,0,0,0,0
3,176421014,176421014,176138802,0,0,0,0,0
3,125447849,125447849,125166693,0,0,0,0,0
3,49802142,49802142,49839575,0,0,0,0,0
3,48644747,48644747,48682180,0,0,0,0,0
3,106284431,106284431,106003278,0,0,0,0,0
3,187747026,187747026,187464814,0,0,0,0,0
3,37238470,37238470,37279961,0,0,0,0,0
3,75163787,75163787,75212938,0,0,0,0,0
3,48464980,48464980,48506379,0,0,0,0,0
3,79983901,79983901,80033051,0,0,0,0,0
3,174429773,174429773,174147563,0,0,0,0,0
3,34599782,34599782,34641274,0,0,0,0,0
3,32146692,32146692,32188184,0,0,0,0,0
3,8504264,8504264,8545950,0,0,0,0,0
3,180868201,180868201,180585989,0,0,0,0,0
3,8678501,8678501,8720187,0,0,0,0,0
3,9947333,9947333,9989017,0,0,0,0,0
3,179602697,179602697,179320485,0,0,0,0,0
3,136989524,136989524,136708366,0,0,0,0,0
3,113286810,113286810,113005657,0,0,0,0,0
3,48600686,48600686,48638119,0,0,0,0,0
3,101859411,101859414,101578255,1,0,0,0,0
3,194136091,194136091,193853880,1,0,0,0,0
3,16513637,16513637,16555144,1,0,0,0,0
3,16512809,16512809,16554316,1,0,0,0,0
3,16513206,16513206,16554713,1,0,0,0,0
3,16513251,16513251,16554758,1,0,0,0,0
3,16513189,16513189,16554696,1,0,0,0,0
3,16513275,16513275,16554782,1,0,0,0,0
3,16513589,16513589,16555096,1,0,0,0,0
3,16513976,16513976,16555483,1,0,0,0,0
3,194136185,194136185,193853974,1,0,0,0,0
3,194136183,194136183,193853972,1,0,0,0,0
3,101859408,101859408,101578252,1,0,0,0,0
3,33619601,33619601,33661093,1,0,0,0,0
3,52407318,52407318,52441334,1,0,0,1,1
3,52658317,52658317,52692333,1,0,0,0,0
3,52576699,52576699,52610715,1,0,0,0,0
3,52648443,52648443,52682459,1,0,0,0,0
3,142535079,142535079,142253921,1,0,0,0,0
3,10146638,10146638,10188322,1,0,0,0,0
3,16514185,16514185,16555692,1,0,0,0,0
3,16513349,16513349,16554856,1,0,0,0,0
3,194136172,194136172,193853961,1,0,0,0,0
3,194136068,194136068,193853857,1,0,0,0,0
3,194136241,194136241,193854030,1,0,0,0,0
3,194136187,194136187,193853976,1,0,0,0,0
3,194136124,194136124,193853913,1,0,0,0,0
3,178534117,178534117,178251905,0,0,0,0,0
3,127674584,127674584,127393427,0,0,0,0,0
3,16513768,16513768,16555275,1,0,0,0,0
3,186790381,186790381,186508170,0,0,0,0,0
3,16512933,16512933,16554440,1,0,0,0,0
3,16513530,16513530,16555037,1,0,0,0,0
3,101859442,101859453,101578286,1,0,0,0,0
3,101859407,101859408,101578251,1,0,0,0,0
3,33588732,33588732,33630224,1,0,0,0,0
3,52402675,52402675,52436691,1,0,0,0,0
3,177038096,177038119,176755884,1,0,0,0,0
3,177038095,177038097,176755883,1,0,0,0,0
3,177038096,177038096,176755884,1,0,0,0,0
3,52615458,52615458,52649474,1,0,0,0,0
3,52564049,52564049,52598065,1,0,0,0,0
3,52668646,52668646,52702662,1,0,0,0,0
3,52576700,52576700,52610716,1,0,0,0,0
3,30671637,30671637,30713129,1,0,0,0,0
3,47101456,47101456,47142946,1,0,0,0,0
3,47046485,47046485,47087975,1,0,0,0,0
3,47105995,47105995,47147485,1,0,0,0,0
3,10149786,10149786,10191470,1,0,0,0,0
3,10149778,10149789,10191462,1,0,0,0,0
3,10149780,10149791,10191464,1,0,0,0,0
3,10146512,10146512,10188196,1,0,0,0,0
3,10146637,10146637,10188321,1,0,0,0,0
3,10142188,10142188,10183872,1,0,0,1,1
3,16513354,16513354,16554861,1,0,0,0,0
3,16513122,16513141,16554629,1,0,0,0,0
3,16513846,16513846,16555353,1,0,0,0,0
3,16513898,16513898,16555405,1,0,0,0,0
3,16513897,16513897,16555404,1,0,0,0,0
3,16513094,16513094,16554601,1,0,0,0,0
3,16513784,16513784,16555291,1,0,0,0,0
3,191399639,191399639,191117428,0,0,0,0,0
3,78671712,78671712,78720862,0,0,0,0,0
3,46709923,46709923,46751413,0,0,0,0,0
3,15049674,15049674,15091181,0,0,0,0,0
3,5297616,5297616,5339301,0,0,0,0,0
3,99357351,99357351,99076195,0,0,0,0,0
3,184142548,184142548,183860336,0,0,0,0,0
3,111070071,111070071,110788918,0,0,0,0,0
3,133938437,133938437,133657281,0,0,0,0,0
3,24667565,24667565,24709056,0,0,0,0,0
3,139741317,139741317,139460159,0,0,0,0,0
3,154325578,154325578,154043367,0,0,0,0,0
4,73415034,73415034,74280751,1,0,0,0,0
4,73409488,73409488,74275205,1,0,0,0,0
4,186663615,186663615,187584769,1,0,0,0,0
4,530470,530470,524259,0,0,0,0,0
4,186636236,186636236,187557390,1,0,0,0,0
4,135499296,135499296,136420451,0,0,0,0,0
4,105237242,105237242,106158399,0,0,0,0,0
4,152330730,152330730,153251882,1,0,0,0,0
4,49190348,49190348,49192365,0,0,0,0,0
4,55100632,55100632,55966799,0,0,0,0,0
4,60743777,60743777,61609495,0,0,0,0,0
4,152350041,152350041,153271193,1,0,0,0,0
4,73412127,73412127,74277844,1,0,0,0,0
4,169599202,169599202,170520353,0,0,0,0,0
4,152330869,152330869,153252021,1,0,0,0,0
4,95894093,95894093,96815244,0,0,0,0,0
4,73418087,73418087,74283804,1,0,0,0,0
4,781881,781881,775669,1,0,0,0,0
4,25159044,25159044,25160666,0,0,0,0,0
4,94575788,94575788,95496939,0,0,0,0,0
4,184418215,184418215,185339369,1,0,0,0,0
4,158123542,158123542,159044694,0,0,0,0,0
4,85301012,85301012,86222165,0,0,0,0,0
4,781911,781930,775699,1,0,0,0,0
4,781914,781926,775702,1,0,0,0,0
4,781922,781922,775710,1,0,0,0,0
4,781910,781910,775698,1,0,0,0,0
4,8374797,8374797,8376524,0,0,0,0,0
4,88584591,88584591,89505742,0,0,0,0,0
4,40795890,40795890,40797907,0,0,0,0,0
4,42737414,42737414,42739431,0,0,0,0,0
4,34686443,34686443,34688065,0,0,0,0,0
4,108396501,108396501,109317657,0,0,0,0,0
4,781923,781923,775711,1,0,0,0,0
4,781917,781917,775705,1,0,0,0,0
4,135255423,135255423,136176578,0,0,0,0,0
4,781869,781869,775657,1,0,0,0,0
5,87383711,87383711,86679528,1,0,0,0,0
5,178766070,178766070,178193071,0,0,0,0,0
5,136063763,136063763,135399452,0,0,0,0,0
5,80744505,80744505,80040324,1,0,0,0,0
5,52400773,52400773,51696607,0,0,0,0,0
5,23948898,23948898,23949007,0,0,0,0,0
5,1295028,1295028,1295143,1,0,0,0,0
5,161290822,161290822,160717829,0,0,0,0,0
5,24897591,24897591,24897700,0,0,0,0,0
5,139296812,139296812,138632501,0,0,0,4,2
5,8618382,8618382,8618494,0,0,0,0,0
5,80654888,80654888,79950707,0,0,0,2,1
5,100662527,100662527,99998231,0,0,0,0,0
5,1295018,1295018,1295133,1,0,0,0,0
5,159128531,159128531,158555539,0,0,0,0,0
5,1295135,1295135,1295250,1,0,0,0,0
5,159084179,159084179,158511187,0,0,0,0,0
5,1295244,1295244,1295359,1,0,0,0,0
5,1295168,1295168,1295283,1,0,0,0,0
5,1295132,1295132,1295247,1,0,0,0,0
5,1295090,1295090,1295205,1,0,0,0,0
5,1295046,1295046,1295161,1,0,0,0,0
5,1295113,1295113,1295228,1,0,0,0,0
5,1295127,1295127,1295242,1,0,0,0,0
5,56164106,56164106,55459933,0,0,0,0,0
5,1295190,1295190,1295305,1,0,0,0,0
5,117708155,117708155,117043850,0,0,0,0,0
5,87346671,87346671,86642488,1,0,0,0,0
5,168721416,168721416,168148421,0,0,0,0,0
5,154814773,154814773,154194333,0,0,0,0,0
5,150450159,150450159,149829722,0,0,0,16,8
5,113104356,113104356,112440053,1,0,0,0,0
5,132489391,132489391,131825083,1,0,0,0,0
5,68295418,68295418,67591246,1,0,0,0,0
5,68293707,68293707,67589535,1,0,0,0,0
5,179383524,179383524,178810525,0,0,0,0,0
5,46034688,46034688,46034790,0,0,0,0,0
5,148382004,148382004,147761567,0,0,0,0,0
5,94569445,94569445,93905150,0,0,0,0,0
5,144158927,144158927,143538491,0,0,0,0,0
5,159496972,159496972,158923980,0,0,0,0,0
5,163962485,163962485,163389491,0,0,0,0,0
5,45100002,45100002,45100104,0,0,0,0,0
5,134150192,134150192,133485883,0,0,0,0,0
5,2748992,2748992,2749106,0,0,0,0,0
5,68295147,68295147,67590975,1,0,0,0,0
5,77212867,77212867,76508692,0,0,0,0,0
5,140672776,140672776,140052361,0,0,0,0,0
5,1032158,1032158,1032273,0,0,0,0,0
5,134140715,134140715,133476406,0,0,0,0,0
5,163500467,163500467,162927473,0,0,0,0,0
5,112819345,112819345,112155042,1,0,0,0,0
5,53286995,53286995,52582825,0,0,0,0,0
5,163680809,163680809,163107815,0,0,0,0,0
5,66076409,66076409,65372237,1,0,0,0,0
5,1295034,1295034,1295149,1,0,0,0,0
5,1295211,1295211,1295326,1,0,0,0,0
5,112827248,112827248,112162945,1,0,0,0,0
5,1295057,1295057,1295172,1,0,0,0,0
5,1295138,1295138,1295253,1,0,0,0,0
5,83591268,83591268,82887087,0,0,0,0,0
5,140710434,140710434,140090019,0,0,0,1,1
5,112792445,112792445,112128142,1,0,0,0,0
6,151703337,151703337,152024472,1,0,0,0,0
6,86638164,86638164,87347882,0,0,0,0,0
6,17134893,17134893,17135124,0,0,0,0,0
6,53161598,53161598,53026396,0,0,0,0,0
6,112349980,112349980,112671182,0,0,0,0,0
6,38923175,38923175,38890951,0,0,0,0,0
6,135193869,135193869,135515007,0,0,0,0,0
6,71885269,71885269,72594972,0,0,0,0,0
6,137871524,137871524,138192661,1,0,0,0,0
6,35452794,35452794,35420571,1,0,0,0,0
6,52577347,52577347,52442145,1,0,0,0,0
6,31631918,31631918,31599695,0,0,0,0,0
6,35772178,35772178,35739955,0,0,0,0,0
6,75267639,75267639,75977355,1,0,0,0,0
6,41241856,41241856,41209594,0,0,0,0,0
6,33321568,33321568,33289345,1,0,0,0,0
6,167201741,167201741,167615229,0,0,0,0,0
6,10398530,10398530,10398763,0,0,0,0,0
6,103005036,103005036,103452911,0,0,0,0,0
6,53923135,53923135,53787933,0,0,0,0,0
6,37122200,37122200,37089976,0,0,0,0,0
6,67173177,67173177,67883070,0,0,0,0,0
6,30917140,30917140,30884917,0,0,0,0,0
6,148483490,148483490,148804626,0,0,0,0,0
6,43302723,43302723,43270461,0,0,0,0,0
6,29181117,29181117,29148894,0,0,0,0,0
6,137875807,137875807,138196944,0,0,0,0,0
6,81456280,81456280,82165997,0,0,0,0,0
6,92080010,92080010,92789728,0,0,0,0,0
6,52577237,52577237,52442035,1,0,0,0,0
6,31687074,31687074,31654851,0,0,0,0,0
6,125805986,125805986,126127132,0,0,0,0,0
6,146584613,146584613,146905749,0,0,0,0,0
6,19211618,19211618,19211849,0,0,0,0,0
6,32028824,32028824,31996601,0,0,0,0,0
7,6796649,6796649,6836280,0,0,0,0,0
7,87237043,87237043,86866359,1,0,0,0,0
7,87237046,87237046,86866362,1,0,0,0,0
7,87237074,87237074,86866390,1,0,0,0,0
7,87237079,87237079,86866395,1,0,0,0,0
7,101212938,101212938,100856219,0,0,0,0,0
7,87237055,87237055,86866371,1,0,0,0,0
7,87237054,87237054,86866370,1,0,0,0,0
7,87237066,87237066,86866382,1,0,0,0,0
7,76506083,76506083,76135400,0,0,0,0,0
7,5978697,5978697,6018328,1,0,0,0,0
7,148809156,148809156,148506248,1,0,0,0,0
7,87237067,87237067,86866383,1,0,0,0,0
7,31651780,31651780,31691394,0,0,0,0,0
7,87237056,87237056,86866372,1,0,0,0,0
7,153436754,153436754,153133839,0,0,0,0,0
7,23545543,23545543,23585162,0,0,0,0,0
7,44106881,44106881,44146480,0,0,0,0,0
7,100101743,100101743,99699366,0,0,0,13,8
7,100122978,100122978,99720601,0,0,0,0,0
7,84744234,84744234,84373550,0,0,0,0,0
7,100091464,100091464,99689087,0,0,0,0,0
7,69266593,69266593,68731580,0,0,0,0,0
7,87237068,87237068,86866384,1,0,0,0,0
7,39693856,39693856,39733455,0,0,0,0,0
7,128028195,128028195,127668248,0,0,0,0,0
7,102466103,102466103,102106550,0,0,0,0,0
7,111707538,111707538,111347594,0,0,0,0,0
7,29513751,29513751,29553367,0,0,0,0,0
7,2079696,2079696,2119331,1,0,0,0,0
7,117898125,117898125,117538179,0,0,0,0,0
7,15834550,15834550,15874175,0,0,0,0,0
7,143885068,143885068,143582161,0,0,0,0,0
7,150397775,150397775,150094863,0,0,0,0,0
7,93135631,93135631,92764944,0,0,0,0,0
7,152179833,152179833,151876918,1,0,0,0,0
7,127591309,127591309,127231363,0,0,0,0,0
7,97281499,97281499,96910811,0,0,0,0,0
7,144913730,144913730,144610823,0,0,0,0,0
7,48776782,48776782,48816378,0,0,0,0,0
8,31096851,31096851,30954367,1,0,0,0,0
8,96261781,96261781,97274009,1,0,0,0,0
8,143813625,143813625,144895795,0,0,0,0,0
8,143598373,143598373,144680543,0,0,0,118,67
8,115046008,115046008,116058237,0,0,0,0,0
8,43087823,43087823,42942966,0,0,0,0,0
8,135783764,135783764,136796007,0,0,0,0,0
8,23320028,23320028,23177541,0,0,0,0,0
8,23123138,23123138,22980651,0,0,0,0,0
8,131331033,131331033,132343280,0,0,0,0,0
8,135916049,135916049,136928292,0,0,0,0,0
8,76854948,76854948,77767184,0,0,0,0,0
8,28717126,28717126,28574643,0,0,0,0,0
8,29275051,29275051,29132568,0,0,0,0,0
8,118843213,118843213,119855452,0,0,0,0,0
8,75907077,75907077,76819312,0,0,0,0,0
8,75866373,75866373,76778608,0,0,0,0,0
8,72049164,72049164,72961399,0,0,0,0,0
8,6956801,6956801,6814323,0,0,0,0,0
8,96261772,96261772,97274000,1,0,0,0,0
8,127027394,127027394,128039639,0,0,0,0,0
8,89946296,89946296,90958524,1,0,0,0,0
8,72047157,72047157,72959392,0,0,0,0,0
8,96261760,96261760,97273988,1,0,0,0,0
8,117614071,117614071,118626310,0,0,0,0,0
8,96261974,96261974,97274202,1,0,0,0,0
8,96261772,96261781,97274000,1,0,0,0,0
8,140239663,140239663,141249762,0,0,0,0,0
8,89947823,89947823,90960051,1,0,0,0,0
9,35657962,35657966,35657959,1,0,0,0,0
9,35658066,35658066,35658063,1,0,0,0,0
9,35657966,35657970,35657963,1,0,0,0,0
9,37744728,37744728,37744725,0,0,0,0,0
9,35658002,35658002,35657999,1,0,0,0,0
9,24540063,24540063,24540061,0,0,0,0,0
9,35658055,35658058,35658052,1,0,0,0,0
9,35135683,35135683,35135680,0,0,0,0,0
9,122517871,122517871,125280150,0,0,0,0,0
9,35658017,35658022,35658014,1,0,0,0,0
9,35658020,35658020,35658017,1,0,0,0,0
9,35658044,35658044,35658041,1,0,0,0,0
9,70862992,70862992,73477908,0,0,0,0,0
9,35658047,35658047,35658044,1,0,0,0,0
9,35664688,35664688,35664685,0,0,0,2,1
9,35658070,35658070,35658067,1,0,0,0,0
9,35658045,35658045,35658042,1,0,0,0,0
9,35658046,35658046,35658043,1,0,0,0,0
9,5897517,5897517,5897517,0,0,0,0,0
9,35658036,35658036,35658033,1,0,0,0,0
9,128262610,128262610,131024889,0,0,0,0,0
9,35658043,35658043,35658040,1,0,0,0,0
9,35658040,35658040,35658037,1,0,0,0,0
9,4118458,4118458,4118458,0,0,0,0,0
9,4118521,4118521,4118521,0,0,0,0,0
9,4661989,4661989,4661989,0,0,0,0,0
9,136495700,136495700,139390152,1,0,0,0,0
9,136499260,136499260,139393712,1,0,0,0,0
9,100656817,100656817,103419099,0,0,0,0,0
9,136501915,136501915,139396367,1,0,0,0,0
9,132921974,132921974,135797361,1,0,0,0,0
9,21994137,21994137,21994136,1,0,0,0,0
9,21968243,21968243,21968242,1,0,0,0,0
9,21971209,21971209,21971208,1,0,0,0,0
9,136515402,136515402,139409854,1,0,0,0,0
9,21971210,21971210,21971209,1,0,0,0,0
9,132927305,132927305,135802692,1,0,0,0,0
9,132902788,132902788,135778175,1,0,0,0,0
9,21968244,21968244,21968243,1,0,0,0,0
9,35657811,35657812,35657808,1,0,0,0,0
9,35658063,35658065,35658060,1,0,0,0,0
9,35657930,35657930,35657927,1,0,0,0,0
9,137240238,137240238,140134690,0,0,0,0,0
9,35657884,35657884,35657881,1,0,0,0,0
9,1582636,1582636,1582636,0,0,0,0,0
9,35657786,35657786,35657783,1,0,0,0,0
9,35657842,35657842,35657839,1,0,0,0,0
9,61193766,61193766,43627017,0,0,0,0,0
9,137876437,137876437,140770889,0,0,0,0,0
9,99096085,99096085,101858367,0,0,0,0,0
9,35658035,35658035,35658032,1,0,0,0,0
9,35658061,35658061,35658058,1,0,0,0,0
9,35658082,35658082,35658079,1,0,0,0,0
9,94955944,94955944,97718226,0,0,0,0,0
9,35658072,35658072,35658069,1,0,0,0,0
9,35657772,35657772,35657769,1,0,0,0,0
9,35658034,35658037,35658031,1,0,0,0,0
Un_KI270742v1,77588,77588,142858610,0,0,0,0,0
X,20138624,20138624,20156742,1,0,0,0,0
X,134393635,134393635,133527665,1,0,0,0,0
X,41344130,41344130,41203383,1,0,0,0,0
X,41337467,41337467,41196720,1,0,0,0,0
X,41347311,41347311,41206564,1,0,0,0,0
X,45107408,45107408,44966653,1,0,0,0,0
X,101356185,101356185,100611173,0,0,0,0,0
X,45110078,45110078,44969323,1,0,0,0,0
X,80258592,80258592,79514091,0,0,0,0,0
X,15809198,15809198,15827321,1,0,0,0,0
X,77558847,77558847,76814318,1,0,0,0,0
X,77589832,77589832,76845302,1,0,0,0,0
X,82930980,82930980,82185988,0,0,0,0,0
X,153444818,153444818,152710276,0,0,0,0,0
X,126699717,126699717,125833700,0,0,0,0,0
X,153740721,153740721,153006175,0,0,0,0,0
X,128775992,128775992,127909970,0,0,0,0,0
X,125536996,125536996,124670845,0,0,0,0,0
X,134393954,134393954,133527984,1,0,0,0,0
X,143836358,143836358,142919453,0,0,0,0,0
X,149414881,149414881,148496412,0,0,0,0,0
X,129700713,129700713,128834690,0,0,0,0,0
X,77654201,77654201,76909691,1,0,0,0,0
X,64047147,64047147,63267027,0,0,0,0,0
X,49075575,49075575,48933234,0,0,0,0,0
X,142483953,142483953,141571739,0,0,0,0,0
X,109743024,109743024,108986253,0,0,0,0,0
X,47181867,47181867,47041266,1,0,0,0,0
X,56485063,56485063,56511496,0,0,0,0,0
X,45090865,45090865,44950110,1,0,0,0,0
X,88926905,88926905,88181906,0,0,0,0,0
X,41345549,41345549,41204802,1,0,0,0,0
X,146917946,146917946,145999464,0,0,0,0,0
X,56270129,56270129,56296562,0,0,0,0,0
X,11763517,11763517,11781636,0,0,0,0,0
X,112747968,112747968,111991196,0,0,0,0,0
X,102603530,102603530,101858458,0,0,0,0,0
X,54527681,54527681,54554114,0,0,0,0,0
X,75622499,75622499,74842334,0,0,0,0,0
X,50192749,50192749,49957400,0,0,0,0,0
X,73034552,73034552,72254391,0,0,0,0,0
X,45107409,45107409,44966654,1,0,0,0,0
